datetime,kwh
2022-04-03 07:00:00,1.1872265
2022-04-03 08:00:00,1.0979663
2022-04-03 09:00:00,1.0073561
2022-04-03 10:00:00,1.1345064
2022-04-03 11:00:00,1.1910515
2022-04-03 12:00:00,1.1478965
2022-04-03 13:00:00,1.0078161
2022-04-03 14:00:00,4.125619844200725
2022-04-03 15:00:00,14.26125757263043
2022-04-03 16:00:00,54.84654174485079
2022-04-03 17:00:00,28.06088226174005
2022-04-03 18:00:00,3.4049611736283025
2022-04-03 19:00:00,10.661964897704124
2022-04-03 20:00:00,1.498441745505618
2022-04-03 21:00:00,1.0526012
2022-04-03 22:00:00,0.4248691
2022-04-03 23:00:00,0.0
2022-04-04 00:00:00,1.0554062
2022-04-04 01:00:00,1.0399612
2022-04-04 02:00:00,1.1947565
2022-04-04 03:00:00,1.1944415
2022-04-04 04:00:00,1.1034163000000001
2022-04-04 05:00:00,1.0448112
2022-04-04 06:00:00,1.1992265
2022-04-04 07:00:00,14.891031974404612
2022-04-04 08:00:00,1.0979663
2022-04-04 09:00:00,1.0073561
2022-04-04 10:00:00,4.738645258974359
2022-04-04 11:00:00,4.063679006410257
2022-04-04 12:00:00,1.1478965
2022-04-04 13:00:00,1.0078161
2022-04-04 14:00:00,74.5584213
2022-04-04 15:00:00,22.818816406003506
2022-04-04 16:00:00,27.43100953155669
2022-04-04 17:00:00,4.752729688487473
2022-04-04 18:00:00,13.02414795839261
2022-04-04 19:00:00,43.29648424447133
2022-04-04 20:00:00,60.506216540828405
2022-04-04 21:00:00,9.936486821301775
2022-04-04 22:00:00,0.4248691
2022-04-04 23:00:00,0.0
2022-04-05 00:00:00,1.0554062
2022-04-05 01:00:00,1.0399612
2022-04-05 02:00:00,1.1947565
2022-04-05 03:00:00,1.1944415
2022-04-05 04:00:00,1.1034163000000001
2022-04-05 05:00:00,1.0448112
2022-04-05 06:00:00,1.1992265
2022-04-05 07:00:00,1.1872265
2022-04-05 08:00:00,1.0979663
2022-04-05 09:00:00,1.0073561
2022-04-05 10:00:00,1.1345064
2022-04-05 11:00:00,1.1910515
2022-04-05 12:00:00,3.862998137705936
2022-04-05 13:00:00,3.4236575027348164
2022-04-05 14:00:00,89.28231514281553
2022-04-05 15:00:00,45.7391195279195
2022-04-05 16:00:00,16.157407239426163
2022-04-05 17:00:00,9.445345444445739
2022-04-05 18:00:00,61.5758901260817
2022-04-05 19:00:00,62.51921717665464
2022-04-05 20:00:00,30.182974509558296
2022-04-05 21:00:00,1.0526012
2022-04-05 22:00:00,0.4248691
2022-04-05 23:00:00,0.0
2022-04-06 00:00:00,1.0554062
2022-04-06 01:00:00,1.0399612
2022-04-06 02:00:00,1.1947565
2022-04-06 03:00:00,1.1944415
2022-04-06 04:00:00,1.1034163000000001
2022-04-06 05:00:00,1.0448112
2022-04-06 06:00:00,6.880369737220741
2022-04-06 07:00:00,1.1872265
2022-04-06 08:00:00,1.0979663
2022-04-06 09:00:00,1.0073561
2022-04-06 10:00:00,1.1345064
2022-04-06 11:00:00,1.1910515
2022-04-06 12:00:00,1.1478965
2022-04-06 13:00:00,46.104082515687764
2022-04-06 14:00:00,73.53383793893546
2022-04-06 15:00:00,1.2317599737668055
2022-04-06 16:00:00,31.79650399225536
2022-04-06 17:00:00,11.360355855244489
2022-04-06 18:00:00,4.907934221713694
2022-04-06 19:00:00,2.085723670921985
2022-04-06 20:00:00,1.2438766
2022-04-06 21:00:00,1.0526012
2022-04-06 22:00:00,0.4248691
2022-04-06 23:00:00,0.0
2022-04-07 00:00:00,1.0554062
2022-04-07 01:00:00,1.0399612
2022-04-07 02:00:00,1.1947565
2022-04-07 03:00:00,1.1944415
2022-04-07 04:00:00,1.1034163000000001
2022-04-07 05:00:00,1.0448112
2022-04-07 06:00:00,1.1992265
2022-04-07 07:00:00,1.1872265
2022-04-07 08:00:00,1.0979663
2022-04-07 09:00:00,1.054499803448276
2022-04-07 10:00:00,32.3893813470905
2022-04-07 11:00:00,18.087780692036805
2022-04-07 12:00:00,1.1478965
2022-04-07 13:00:00,1.0078161
2022-04-07 14:00:00,8.843506856716061
2022-04-07 15:00:00,1.1384264499999999
2022-04-07 16:00:00,3.054708619204352
2022-04-07 17:00:00,4.677089392994931
2022-04-07 18:00:00,94.57246078626487
2022-04-07 19:00:00,22.65665094330175
2022-04-07 20:00:00,1.2438766
2022-04-07 21:00:00,1.0526012
2022-04-07 22:00:00,0.4248691
2022-04-07 23:00:00,0.0
2022-04-08 00:00:00,1.0554062
2022-04-08 01:00:00,1.0399612
2022-04-08 02:00:00,1.1947565
2022-04-08 03:00:00,1.1944415
2022-04-08 04:00:00,1.1034163000000001
2022-04-08 05:00:00,1.0448112
2022-04-08 06:00:00,1.1992265
2022-04-08 07:00:00,8.121700288494146
2022-04-08 08:00:00,8.030390250844254
2022-04-08 09:00:00,1.009988926757027
2022-04-08 10:00:00,1.651644378716305
2022-04-08 11:00:00,4.870190957973252
2022-04-08 12:00:00,1.1478965
2022-04-08 13:00:00,1.0700270012628108
2022-04-08 14:00:00,35.777138865986636
2022-04-08 15:00:00,97.27908100214057
2022-04-08 16:00:00,22.087773639187436
2022-04-08 17:00:00,3.594613350666262
2022-04-08 18:00:00,0.9885811999999999
2022-04-08 19:00:00,1.1870064999999999
2022-04-08 20:00:00,1.7715093799436072
2022-04-08 21:00:00,4.599224488877893
2022-04-08 22:00:00,4.17858960624386
2022-04-08 23:00:00,2.3474913807727655
2022-04-09 00:00:00,1.0554062
2022-04-09 01:00:00,1.0399612
2022-04-09 02:00:00,1.1947565
2022-04-09 03:00:00,1.1944415
2022-04-09 04:00:00,1.1034163000000001
2022-04-09 05:00:00,1.0448112
2022-04-09 06:00:00,1.1992265
2022-04-09 07:00:00,1.1872265
2022-04-09 08:00:00,10.953672966666668
2022-04-09 09:00:00,1.0073561
2022-04-09 10:00:00,1.1345064
2022-04-09 11:00:00,1.1910515
2022-04-09 12:00:00,1.1478965
2022-04-09 13:00:00,2.628308386376787
2022-04-09 14:00:00,4.713335256263758
2022-04-09 15:00:00,1.1384264499999999
2022-04-09 16:00:00,1.2904271783771701
2022-04-09 17:00:00,53.93997894239963
2022-04-09 18:00:00,0.9889036556515718
2022-04-09 19:00:00,1.4607636541702587
2022-04-09 20:00:00,3.1114367874999997
2022-04-09 21:00:00,4.35899748125
2022-04-09 22:00:00,0.99517144375
2022-04-09 23:00:00,0.0
2022-04-10 00:00:00,1.0554062
2022-04-10 01:00:00,1.0399612
2022-04-10 02:00:00,1.1947565
2022-04-10 03:00:00,1.1944415
2022-04-10 04:00:00,1.1034163000000001
2022-04-10 05:00:00,1.0448112
2022-04-10 06:00:00,1.1992265
2022-04-10 07:00:00,1.1872265
2022-04-10 08:00:00,1.0979663
2022-04-10 09:00:00,1.0077294283935
2022-04-10 10:00:00,1.1345064
2022-04-10 11:00:00,1.1910515
2022-04-10 12:00:00,1.1478965
2022-04-10 13:00:00,5.025685507894737
2022-04-10 14:00:00,92.91990093366337
2022-04-10 15:00:00,10.232565388469018
2022-04-10 16:00:00,1.4452351444478995
2022-04-10 17:00:00,18.720210586640423
2022-04-10 18:00:00,5.1728041000000005
2022-04-10 19:00:00,2.0113128583333335
2022-04-10 20:00:00,1.2438766
2022-04-10 21:00:00,1.0526012
2022-04-10 22:00:00,0.4248691
2022-04-10 23:00:00,0.0
2022-04-11 00:00:00,1.0554062
2022-04-11 01:00:00,1.0399612
2022-04-11 02:00:00,1.1947565
2022-04-11 03:00:00,1.1944415
2022-04-11 04:00:00,1.1034163000000001
2022-04-11 05:00:00,1.0448112
2022-04-11 06:00:00,1.1992265
2022-04-11 07:00:00,1.1872265
2022-04-11 08:00:00,1.0979663
2022-04-11 09:00:00,1.0073561
2022-04-11 10:00:00,1.1345064
2022-04-11 11:00:00,1.1910515
2022-04-11 12:00:00,1.1478965
2022-04-11 13:00:00,1.3029627848041387
2022-04-11 14:00:00,1.79876926037566
2022-04-11 15:00:00,1.1384264499999999
2022-04-11 16:00:00,4.073406526200789
2022-04-11 17:00:00,4.21181816024794
2022-04-11 18:00:00,0.9885811999999999
2022-04-11 19:00:00,31.811405850649354
2022-04-11 20:00:00,60.508560723376625
2022-04-11 21:00:00,25.33577327967586
2022-04-11 22:00:00,34.6991509477463
2022-04-11 23:00:00,0.0
2022-04-12 00:00:00,1.0554062
2022-04-12 01:00:00,1.0399612
2022-04-12 02:00:00,1.1947565
2022-04-12 03:00:00,1.1944415
2022-04-12 04:00:00,1.1034163000000001
2022-04-12 05:00:00,1.0448112
2022-04-12 06:00:00,1.1992265
2022-04-12 07:00:00,1.1872265
2022-04-12 08:00:00,1.0979663
2022-04-12 09:00:00,2.3604261030204055
2022-04-12 10:00:00,1.1345064
2022-04-12 11:00:00,1.1910515
2022-04-12 12:00:00,17.94789949889563
2022-04-12 13:00:00,26.474456276945045
2022-04-12 14:00:00,17.804256300000002
2022-04-12 15:00:00,1.1384264499999999
2022-04-12 16:00:00,15.762160197131193
2022-04-12 17:00:00,12.946121793458712
2022-04-12 18:00:00,45.69545868213357
2022-04-12 19:00:00,1.2765226726221333
2022-04-12 20:00:00,33.71163025783292
2022-04-12 21:00:00,14.406379557152759
2022-04-12 22:00:00,0.7176540610389667
2022-04-12 23:00:00,0.0731567874689421
2022-04-13 00:00:00,1.0554062
2022-04-13 01:00:00,1.0399612
2022-04-13 02:00:00,1.1947565
2022-04-13 03:00:00,1.1944415
2022-04-13 04:00:00,1.1034163000000001
2022-04-13 05:00:00,1.0448112
2022-04-13 06:00:00,1.1992265
2022-04-13 07:00:00,1.1872265
2022-04-13 08:00:00,1.0979663
2022-04-13 09:00:00,1.1403918499999999
2022-04-13 10:00:00,1.1345064
2022-04-13 11:00:00,1.1910515
2022-04-13 12:00:00,1.1478965
2022-04-13 13:00:00,1.660390162108601
2022-04-13 14:00:00,25.64078313699382
2022-04-13 15:00:00,33.864227854895496
2022-04-13 16:00:00,2.2447904809308676
2022-04-13 17:00:00,10.099174329921922
2022-04-13 18:00:00,71.48370123581587
2022-04-13 19:00:00,73.25732463779462
2022-04-13 20:00:00,32.43693767152414
2022-04-13 21:00:00,2.0501540918669887
2022-04-13 22:00:00,0.6853327178720334
2022-04-13 23:00:00,0.0
2022-04-14 00:00:00,1.0554062
2022-04-14 01:00:00,1.0399612
2022-04-14 02:00:00,1.1947565
2022-04-14 03:00:00,1.1944415
2022-04-14 04:00:00,1.1034163000000001
2022-04-14 05:00:00,1.0448112
2022-04-14 06:00:00,1.1992265
2022-04-14 07:00:00,1.1872265
2022-04-14 08:00:00,1.0979663
2022-04-14 09:00:00,1.0073561
2022-04-14 10:00:00,1.1345064
2022-04-14 11:00:00,1.1910515
2022-04-14 12:00:00,1.1478965
2022-04-14 13:00:00,1.0078161
2022-04-14 14:00:00,4.0263742185123546
2022-04-14 15:00:00,1.1388535195675704
2022-04-14 16:00:00,1.2397416
2022-04-14 17:00:00,12.048569939213065
2022-04-14 18:00:00,31.4954053995805
2022-04-14 19:00:00,72.28490763939696
2022-04-14 20:00:00,87.2269529675663
2022-04-14 21:00:00,1.0526012
2022-04-14 22:00:00,0.4248691
2022-04-14 23:00:00,0.0
2022-04-15 00:00:00,1.0554062
2022-04-15 01:00:00,1.0399612
2022-04-15 02:00:00,1.1947565
2022-04-15 03:00:00,1.1944415
2022-04-15 04:00:00,1.1034163000000001
2022-04-15 05:00:00,1.0448112
2022-04-15 06:00:00,1.1992265
2022-04-15 07:00:00,1.1872265
2022-04-15 08:00:00,1.0979663
2022-04-15 09:00:00,1.0073561
2022-04-15 10:00:00,1.1345064
2022-04-15 11:00:00,1.1910515
2022-04-15 12:00:00,2.164404082919717
2022-04-15 13:00:00,4.35875270657795
2022-04-15 14:00:00,55.91140651743324
2022-04-15 15:00:00,8.940885729870228
2022-04-15 16:00:00,1.2397416
2022-04-15 17:00:00,2.5420820061111113
2022-04-15 18:00:00,1.0724711875000001
2022-04-15 19:00:00,11.066980873676814
2022-04-15 20:00:00,19.578594133000685
2022-04-15 21:00:00,21.43319377277459
2022-04-15 22:00:00,0.4855551799834231
2022-04-15 23:00:00,0.0
2022-04-16 00:00:00,1.0554062
2022-04-16 01:00:00,1.0399612
2022-04-16 02:00:00,1.1947565
2022-04-16 03:00:00,1.1944415
2022-04-16 04:00:00,1.1034163000000001
2022-04-16 05:00:00,1.0448112
2022-04-16 06:00:00,1.1992265
2022-04-16 07:00:00,1.1872265
2022-04-16 08:00:00,1.0979663
2022-04-16 09:00:00,1.0073561
2022-04-16 10:00:00,1.1345064
2022-04-16 11:00:00,1.1910515
2022-04-16 12:00:00,1.6948679278980874
2022-04-16 13:00:00,1.5690442011676837
2022-04-16 14:00:00,27.241656680591557
2022-04-16 15:00:00,32.08316926152146
2022-04-16 16:00:00,3.4822285387755105
2022-04-16 17:00:00,5.25702917713962
2022-04-16 18:00:00,3.994433404686302
2022-04-16 19:00:00,82.7337497903218
2022-04-16 20:00:00,147.88598739227936
2022-04-16 21:00:00,23.70467352365604
2022-04-16 22:00:00,0.4248691
2022-04-16 23:00:00,0.05187164355819512
2022-04-17 00:00:00,1.0554062
2022-04-17 01:00:00,1.0399612
2022-04-17 02:00:00,1.1947565
2022-04-17 03:00:00,1.1944415
2022-04-17 04:00:00,1.1034163000000001
2022-04-17 05:00:00,1.0448112
2022-04-17 06:00:00,1.1992265
2022-04-17 07:00:00,14.981509357142857
2022-04-17 08:00:00,1.0979663
2022-04-17 09:00:00,1.0073561
2022-04-17 10:00:00,1.1345064
2022-04-17 11:00:00,1.1910515
2022-04-17 12:00:00,23.82854279528822
2022-04-17 13:00:00,2.625337523281539
2022-04-17 14:00:00,13.816501814174213
2022-04-17 15:00:00,45.87908679281647
2022-04-17 16:00:00,1.2397416
2022-04-17 17:00:00,38.78946293963211
2022-04-17 18:00:00,17.2870650328552
2022-04-17 19:00:00,1.4235180484619214
2022-04-17 20:00:00,2.4750609541817523
2022-04-17 21:00:00,1.7699467662174475
2022-04-17 22:00:00,0.8456105697803027
2022-04-17 23:00:00,0.0
2022-04-18 00:00:00,1.0554062
2022-04-18 01:00:00,1.0399612
2022-04-18 02:00:00,1.1947565
2022-04-18 03:00:00,1.1944415
2022-04-18 04:00:00,1.1034163000000001
2022-04-18 05:00:00,1.0448112
2022-04-18 06:00:00,1.1992265
2022-04-18 07:00:00,1.1872265
2022-04-18 08:00:00,1.168337306510255
2022-04-18 09:00:00,27.016880821794075
2022-04-18 10:00:00,26.188957052277544
2022-04-18 11:00:00,1.1910515
2022-04-18 12:00:00,1.1478965
2022-04-18 13:00:00,1.0078161
2022-04-18 14:00:00,1.0914812999999999
2022-04-18 15:00:00,68.64878788498959
2022-04-18 16:00:00,26.772938136399702
2022-04-18 17:00:00,1.3671618863134354
2022-04-18 18:00:00,47.585475327621026
2022-04-18 19:00:00,119.0646375387502
2022-04-18 20:00:00,118.34217819740712
2022-04-18 21:00:00,8.814434522353169
2022-04-18 22:00:00,0.4248691
2022-04-18 23:00:00,6.455227796936491
2022-04-19 00:00:00,1.0554062
